#OTU ID	Leaf-Ctrl2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100.2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Ctrl-2	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2	Taxonomy
OTU7344	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	SS|1.0000|HM038000_S002167714;k:Bacteria
OTU7345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	SS|1.0000|AY193186_S000401337;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU7346	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	SS|0.9000|AJ292685_S000019750;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU7347	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	2	1	5	GS|98.0|AB847449_S004125734;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Labilitrichaceae,g:Labilithrix;
OTU7348	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	2	2	7	SS|0.8500|AB517669_S002164967;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales
OTU7349	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	SS|1.0000|AM162406_S000650674;k:Bacteria
OTU735	0	0	0	0	0	0	0	0	0	0	0	45	6	34	25	62	33	80	83	SS|0.8900|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella
OTU7350	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU7352	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	SS|0.9400|Y07556_S000017487;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Parachlamydia
OTU7354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	SS|1.0000|AY225644_S000403104;k:Bacteria
OTU7355	0	0	0	0	0	0	0	0	0	0	0	1	5	12	7	10	9	33	9	SS|0.9100|AM419042_S000770653;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
OTU7357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	SS|1.0000|EU861851_S001148156;k:Bacteria
OTU7358	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	3	1	1	SS|0.9800|JQ309130_S003619637;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Blastocatella
OTU7359	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	1	1	0	SS|0.9700|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU736	0	0	0	0	0	0	0	0	0	0	1	31	37	83	62	120	112	124	136	GS|99.6|JX260424_S003613674;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,g:Reyranella;
OTU7360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	SS|0.9600|EU545827_S001096520;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU7361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	GS|0.0|None;No hit
OTU7362	0	0	0	0	0	0	0	0	0	0	0	1	5	4	5	8	0	2	3	SS|0.9000|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera
OTU7363	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	1	SS|0.9600|AB360343_S001014081;k:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU7364	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	GS|82.2|AB308475_S000870713;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillales_incertae_sedis,g:Calditerricola;
OTU7365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	SS|0.9800|AY359283_S000408383;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella
OTU7367	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	SS|0.8500|EF516134_S000840576;k:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1
OTU7368	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	SS|0.9400|AY043374_S000434855;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales
OTU7369	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	SS|0.9900|CP001848_S002289094;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula
OTU7370	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	SS|1.0000|AF234701_S000340015;k:Bacteria
OTU7371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	1	SS|1.0000|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	SS|0.9300|DQ219355_S000701425;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU7374	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	SS|1.0000|EF457362_S000834787;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16
OTU7375	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	2	7	GS|76.3|CP000804_S002287403;k:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Chloroflexaceae,g:Roseiflexus;
OTU7376	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	3	GS|79.1|EF081294_S000770171;k:Bacteria,p:Nitrospirae,c:"Nitrospira",o:"Nitrospirales",f:"Nitrospiraceae",g:Thermodesulfovibrio;
OTU7378	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	3	2	GS|97.6|GU295962_S001873908;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Flavitalea;
OTU7379	0	0	0	0	0	11	0	0	0	0	0	9	2	3	3	14	4	4	16	SS|1.0000|FJ715941_S001329585;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU738	0	0	0	0	0	0	0	0	0	0	0	2	6	54	18	27	10	20	31	SS|1.0000|AB506456_S001872154;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU7380	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	0	GS|76.4|CP010426_U010303687;k:Archaea,p:Woesearchaeota,g:Woesearchaeota_Incertae_Sedis_AR20;
OTU7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	SS|0.9400|AY359283_S000408383;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella
OTU7384	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	1	GS|0.0|None;No hit
OTU7385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	SS|0.8500|HQ540311_S002409687;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU7386	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	1	1	3	SS|1.0000|AY850379_S000488239;k:Bacteria
OTU7388	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	SS|1.0000|D86513_S000011943;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU739	0	0	0	0	0	0	0	0	0	0	0	20	12	45	22	54	20	46	47	SS|1.0000|EF457415_S000834840;k:Bacteria
OTU7391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	SS|1.0000|JF802205_S002913291;k:Bacteria
OTU7392	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	2	2	1	SS|0.9900|AY225651_S000403111;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp22,g:Gp22
OTU7393	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	SS|1.0000|AB072735_S000251887;k:Bacteria
OTU7395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	SS|0.8100|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7396	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	2	4	GS|80.2|AY193186_S000401337;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis;
OTU7397	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	2	2	SS|0.8800|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7398	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	GS|0.0|None;No hit
OTU74	0	14	1	1	0	0	0	14	0	0	0	99	80	189	77	1172	224	1673	1598	GS|100.0|D16273_S000979521;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Bacillus;
OTU740	0	0	0	0	0	0	0	0	0	0	0	0	4	21	6	61	14	29	31	GS|0.0|None;No hit
OTU7400	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	SS|0.9700|KC867694_S003811167;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7404	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	SS|0.8700|AJ233944_S000539321;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU7406	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	SS|0.8700|HF558377_S003722568;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU7407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	SS|0.8200|AY184360_S000400333;k:Bacteria,p:"Proteobacteria"
OTU7408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	SS|1.0000|EF457300_S000834725;k:Bacteria
OTU7409	0	3	4	12	0	0	1	2	0	0	0	65	108	1036	139	1334	328	340	1965	GSL|98.0|HQ823551_S002445814;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium
OTU741	0	0	1	0	0	0	0	0	0	0	0	19	17	29	21	116	40	112	116	SS|0.8600|AB245334_S000627870;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU7410	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	SS|0.9400|AF177275_S000388671;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae
OTU7411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	SS|0.9100|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7412	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	3	GS|100.0|AF072542_S000020615;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Pseudaminobacter;
OTU7413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	1	2	SS|1.0000|AB478415_S001291866;k:Bacteria
OTU7414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	SS|1.0000|AF122884_S000841840;k:Bacteria
OTU7416	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	SS|0.9500|Y07556_S000017487;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae
OTU7417	0	2	1	0	0	0	0	9	0	0	0	6	3	14	16	128	15	64	76	GS|98.8|FR733708_S002304665;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Microvirga;
OTU7418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	GS|78.7|Y09504_S000015698;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfovibrionales,f:Desulfovibrionaceae,g:Desulfovibrio;
OTU7419	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	3	9	SS|0.9200|KC109787_S003750313;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales
OTU742	0	0	0	0	0	0	0	0	0	0	0	7	14	38	20	50	12	47	41	SS|0.9800|CP001848_S002289094;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7420	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	SS|1.0000|AJ293463_S000129976;k:Bacteria
OTU7421	0	0	0	0	0	0	0	0	0	0	0	98	102	332	182	349	305	344	417	SS|1.0000|AM712913_S000964811;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU7422	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	2	GS|74.9|M24582_S000436130;k:Bacteria,p:"Tenericutes",c:Mollicutes,o:Mycoplasmatales,f:Mycoplasmataceae,g:Mycoplasma;
OTU7423	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	2	5	SS|1.0000|AM162406_S000650674;k:Bacteria
OTU7424	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	SS|0.8500|L36104_S000414656;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU7425	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	GS|100.0|AM422451_S000941846;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Jiangellaceae,g:Jiangella;
OTU7426	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	SS|1.0000|AB274039_S000727903;k:Bacteria
OTU7427	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	1	0	GS|70.4|EF623862_S000871969;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Lysobacter;
OTU7429	0	0	0	0	0	0	0	0	0	0	0	47	83	122	101	364	124	528	485	SS|0.8900|AB543807_S001872590;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium
OTU743	0	0	0	0	0	0	0	0	0	0	0	18	35	34	19	61	56	81	90	GS|98.0|KJ406703_S004088382;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Roseiarcaceae,g:Roseiarcus;
OTU7430	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	SS|0.9400|CP000230_S000624661;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU7432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	SS|1.0000|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7433	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	GS|80.2|AJ292685_S000019750;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis;
OTU7434	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	SS|0.9700|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	SS|1.0000|AB689189_S003264745;k:Bacteria
OTU7436	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	SS|1.0000|AJ401132_S000020236;k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis
OTU7437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	SS|1.0000|HQ383683_S002235562;k:Bacteria
OTU7438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	SS|0.9800|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7439	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	3	1	SS|0.9400|U68460_S000438346;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales
OTU744	0	0	0	0	0	0	0	0	0	0	0	12	5	34	14	28	25	17	20	SS|1.0000|U82327_S000438509;k:Bacteria
OTU7440	0	0	0	0	0	0	0	0	0	0	0	5	5	3	6	10	5	16	12	SS|1.0000|JF748733_S003803556;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7443	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	SS|0.9800|FR828472_S002967454;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU7444	0	0	0	0	0	0	0	0	0	0	0	6	9	34	27	30	24	30	46	SS|0.9500|CP001848_S002289094;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula
OTU7447	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0	0	1	SS|0.9100|AY193195_S000401346;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU7448	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	SS|0.8000|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU745	0	0	0	0	0	0	0	0	0	0	0	33	20	72	57	118	68	80	135	SS|0.9900|KF459924_S004053537;k:Bacteria,p:"Actinobacteria"
OTU7450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	SS|1.0000|EF457470_S000834895;k:Bacteria
OTU7451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	SS|0.9600|AJ292685_S000019750;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU7452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	SS|1.0000|AJ390458_S000126696;k:Bacteria
OTU7453	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	SS|0.9900|AY493923_S000262281;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3
OTU7454	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	SS|1.0000|D85827_S000414108;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU7455	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	7	3	2	2	SS|1.0000|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	SS|0.9800|FJ425903_S001241686;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU7457	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	SS|1.0000|AY114319_S000435303;k:Bacteria
OTU7458	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	3	SS|0.8500|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU746	0	62	12	39	0	4	44	0	40	0	0	20	3	3	3	14	6	11	18	GS|98.0|EF174497_S000776520;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium;
OTU7460	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	SS|0.9700|AJ292685_S000019750;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU7461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	GS|73.2|AY193133_S001051931;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis;
OTU7462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	SS|1.0000|AY850379_S000488239;k:Bacteria
OTU7463	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	1	0	0	GS|72.0|AF412977_S000393503;k:Bacteria,p:"Tenericutes",c:Mollicutes,o:Mycoplasmatales,f:Mycoplasmataceae,g:Mycoplasma;
OTU7464	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	2	SS|1.0000|AB088364_S000110722;k:Bacteria
OTU7465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	SS|0.8900|AY234519_S000403452;k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis
OTU7466	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	7	0	6	2	SS|1.0000|AM162406_S000650674;k:Bacteria
OTU7468	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	12	3	2	9	GS|98.0|DQ232612_S000942113;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,g:Leifsonia;
OTU7469	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	SS|0.9500|EF363716_S000806233;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales
OTU747	0	0	0	0	0	0	0	0	0	0	0	5	3	9	20	30	41	36	13	SS|1.0000|AB081581_S000925329;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis,g:Rhizomicrobium
OTU7471	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	SS|1.0000|AF132781_S000387813;k:Bacteria
OTU7472	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	0	6	SS|0.8600|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella
OTU7473	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	1	0	SS|1.0000|X56305_S000006614;k:Bacteria
OTU7474	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	SS|1.0000|EU861851_S001148156;k:Bacteria
OTU7475	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|DQ022076_S000537030;k:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Trueperaceae,g:Truepera
OTU7476	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	SS|0.8600|AJ295154_S000018028;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU7477	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	3	0	1	SS|0.8300|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU7478	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	SS|1.0000|HE613268_S003258367;k:Bacteria
OTU7479	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	6	3	1	6	GS|97.6|EF373540_S000806347;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:"Aurantimonadaceae",g:Aureimonas;
OTU748	0	1	69	12	0	0	6	103	0	0	0	71	7	60	24	136	31	64	149	GS|100.0|DQ889723_S000735854;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Pedobacter;
OTU7480	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	SS|1.0000|AY193186_S000401337;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU7481	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	3	SS|1.0000|AB540021_S003709881;k:Bacteria
OTU7483	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	GS|83.0|AY225648_S000403108;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp22,g:Gp22;
OTU7484	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	GS|80.2|AY225644_S000403104;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10;
OTU7485	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	SS|0.9500|AY193196_S000401347;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU7486	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	SS|0.8600|AF230531_S000389682;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU7487	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	SS|1.0000|AY234519_S000403452;k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis
OTU7488	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	SS|0.9900|AB081581_S000925329;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU7489	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	4	SS|0.8200|EF067860_S000769040;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Sediminibacterium
OTU749	0	0	2	0	0	0	0	0	0	0	0	21	7	150	37	102	33	12	76	GS|100.0|AJ438171_S000021044;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Pedobacter;
OTU7491	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU7492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	SS|1.0000|AY903294_S000482460;k:Bacteria
OTU7493	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	7	SS|0.9400|AB016470_S000382370;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU7494	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	GS|80.6|AY193186_S000401337;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis;
OTU7496	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	SS|0.8900|DQ372921_S000649805;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
