#OTU ID	Leaf-Ctrl2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100.2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Ctrl-2	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2	Taxonomy
OTU178	0	0	0	0	0	0	0	0	0	0	0	84	180	680	319	457	246	290	465	SS|0.9400|JQ319003_S003279965;k:Bacteria,p:"Verrucomicrobia",c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae
OTU1780	0	0	0	0	0	0	0	0	0	0	0	4	1	4	6	16	4	13	8	SS|0.8500|KC867694_S003811167;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Thermogutta
OTU1781	0	0	0	0	0	0	0	0	0	0	0	21	15	66	38	51	27	66	54	SS|0.9700|U88042_S000438701;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU1782	0	0	0	0	0	0	0	0	0	0	0	3	0	11	2	27	8	35	25	SS|1.0000|AY434018_S000419758;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU1783	0	0	0	0	0	0	0	0	0	0	0	46	19	19	31	15	19	40	48	SS|1.0000|AB192292_S000650534;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU1784	0	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1785	0	0	0	0	0	0	0	0	0	0	0	2	5	11	3	44	9	21	20	GS|98.4|HE649498_S003258745;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1,g:Paenibacillus;
OTU1786	0	0	0	0	0	0	0	0	0	0	0	3	0	12	7	15	9	10	9	SS|1.0000|AJ292759_S000130039;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
OTU1787	0	3	26	7	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1788	0	0	0	0	0	0	0	0	0	0	0	2	2	8	5	5	3	14	8	SS|0.9300|KC867694_S003811167;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1789	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	2	3	4	7	GS|81.5|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;
OTU179	0	0	0	0	0	0	0	0	0	0	0	148	192	372	238	331	301	374	332	SS|1.0000|AF084495_S000428637;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU1790	0	7	9	1	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1791	0	0	0	0	0	0	0	0	0	0	0	8	11	25	8	20	13	37	38	SS|0.9200|AY555800_S000486078;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU1792	0	0	0	0	0	0	0	0	0	0	0	3	5	7	8	5	6	5	13	SS|1.0000|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1793	0	0	0	0	0	0	0	0	0	0	0	10	2	11	8	12	2	8	10	SS|1.0000|AB013271_S000541955;k:Bacteria
OTU1794	0	0	0	0	0	0	0	0	0	0	0	9	0	3	1	15	20	23	14	SS|1.0000|AF529322_S000431669;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2
OTU1795	0	0	34	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU1796	0	0	0	0	0	0	0	0	0	0	0	4	3	3	1	12	1	16	11	SS|0.9700|AB245375_S000627911;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus
OTU1797	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	10	0	8	20	SS|1.0000|AB859260_U010573780;k:Bacteria,p:"Bacteroidetes"
OTU1798	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	11	10	16	25	GS|79.9|AJ550617_S000263801;k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Erysipelothrix;
OTU1799	0	0	0	0	0	0	0	0	0	0	0	17	3	2	2	20	1	8	6	SS|0.9200|KJ634465_S004217796;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU18	0	0	0	0	0	0	0	0	0	0	0	433	705	3163	2096	4481	1682	3680	4220	GS|99.6|D13737_S000413468;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Rhizorhapis;
OTU180	0	0	0	0	0	0	0	0	0	0	0	48	64	131	74	465	277	447	565	GS|98.4|Y07646_S000115138;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2;
OTU1800	0	8	17	0	0	0	62	0	0	0	0	0	2	3	1	3	3	1	3	GS|97.2|M21789_S000436058;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,g:Rickettsia;
OTU1801	0	5	0	0	0	0	0	0	0	0	0	16	1	0	1	14	3	7	3	SS|1.0000|EF174497_S000776520;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU1802	0	0	0	0	0	0	0	0	0	0	0	2	0	14	14	11	6	2	13	SS|1.0000|AB267717_S000721197;k:Bacteria,p:"Bacteroidetes"
OTU1803	0	0	5	0	0	0	0	0	0	0	0	1	3	2	5	3	3	10	7	GS|100.0|AY208751_S000401711;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1,g:Paenibacillus;
OTU1804	0	0	0	0	0	0	0	0	0	0	0	9	4	29	11	15	5	15	22	SS|0.9800|CP001848_S002289094;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1805	0	0	0	0	0	0	0	0	0	0	0	19	1	9	10	8	5	24	13	SS|1.0000|AB794104_S003710450;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU1806	0	0	0	0	0	0	0	0	0	0	0	10	3	12	10	20	11	16	36	SS|0.8400|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Aquisphaera
OTU1807	0	0	0	0	0	0	0	0	0	0	0	14	2	30	12	18	9	27	28	SS|1.0000|AY225641_S000403101;k:Bacteria
OTU1808	0	0	0	0	0	0	0	0	0	0	0	5	2	5	3	11	3	21	10	SS|0.9900|AY043374_S000434855;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
OTU1809	0	0	0	0	0	0	0	0	0	0	0	1	9	4	4	10	7	9	22	SS|0.9000|JF423906_S002447326;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella
OTU181	0	94	595	167	0	13	22	153	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1810	0	11	8	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1811	0	0	0	0	0	0	0	0	0	0	0	2	1	8	7	12	7	4	7	SS|1.0000|AB072735_S000251887;k:Bacteria
OTU1812	0	0	0	0	0	0	0	0	0	0	0	3	0	20	17	17	11	39	18	SS|1.0000|Z95708_S000020710;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU1813	0	0	0	0	0	0	0	0	0	0	0	9	2	3	1	18	7	10	15	SS|0.9700|CP001854_S001872674;k:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU1815	0	0	0	0	0	0	0	0	0	0	0	27	1	17	11	21	7	2	20	SS|0.9500|JQ429496_S003290833;k:Bacteria,p:"Verrucomicrobia",c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter
OTU1816	0	0	0	0	0	0	0	0	0	0	0	6	7	14	12	9	7	4	9	SS|1.0000|AJ231184_S000008536;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1817	0	0	0	0	0	0	0	0	0	0	0	1	0	9	7	0	19	4	9	SS|1.0000|AB669272_S003609811;k:Bacteria
OTU1818	0	0	0	0	0	0	0	0	0	0	0	18	2	3	4	7	6	33	7	SS|0.9700|HM208383_S002168299;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella
OTU182	0	4	0	0	0	0	0	0	0	0	0	589	15	79	148	30	58	120	67	SS|0.8300|AF230531_S000389682;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU1820	0	0	0	0	0	0	0	0	0	0	0	5	8	33	13	20	12	19	16	SS|1.0000|AB548216_S002038917;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU1821	0	0	0	0	0	0	0	0	0	0	0	3	0	6	2	7	7	7	13	SS|1.0000|AB243672_S000622966;k:Bacteria
OTU1822	0	0	0	0	0	0	0	0	0	0	0	15	8	22	12	24	9	13	27	SS|0.9900|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1823	0	12	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1824	0	23	12	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1825	0	0	0	0	0	0	0	0	0	0	0	2	7	10	4	4	8	3	3	SS|1.0000|FR773158_S002442234;k:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera
OTU1826	0	0	0	0	0	0	0	0	0	0	0	13	10	8	9	12	2	9	7	SS|0.9000|KF986715_S003929420;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales"
OTU1827	0	0	0	0	0	0	0	0	0	0	0	6	2	2	8	8	20	12	8	SS|0.9600|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1828	0	0	0	0	0	0	0	0	0	0	0	3	1	4	4	3	3	15	6	GS|0.0|None;No hit
OTU1829	0	0	0	0	0	0	0	0	0	0	0	4	1	4	2	12	3	9	14	SS|1.0000|Z95727_S000017998;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU183	0	0	0	0	0	0	0	0	0	0	0	78	81	176	107	307	248	292	343	SS|1.0000|KC867694_S003811167;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1830	0	0	0	0	0	0	0	0	0	0	0	10	48	80	50	61	34	49	49	SS|0.9800|AY289397_S000405866;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10
OTU1831	0	0	0	0	0	0	0	0	0	0	0	10	12	11	8	13	6	11	8	SS|1.0000|AF053929_S000428122;k:Bacteria
OTU1832	0	0	0	0	0	0	0	0	0	0	0	11	3	26	13	42	14	40	43	GS|99.2|EF457459_S000834884;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;
OTU1833	0	0	0	0	0	0	0	0	0	0	0	15	16	16	7	31	17	30	14	SS|0.9600|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1834	0	0	0	0	0	0	0	0	0	0	0	0	14	2	4	7	10	7	23	SS|0.9400|HM038000_S002167714;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Vampirovibrio
OTU1835	0	8	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1836	0	0	0	0	0	0	0	0	0	0	0	8	6	0	8	15	3	6	7	SS|1.0000|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella
OTU1837	0	0	0	0	0	0	0	0	0	0	0	3	12	5	3	11	10	1	18	SS|1.0000|HM038000_S002167714;k:Bacteria
OTU1838	0	0	0	1	0	0	0	0	0	0	0	3	0	5	0	17	9	13	14	SS|0.9900|X82558_S000005124;k:Bacteria,p:Nitrospirae,c:"Nitrospira",o:"Nitrospirales",f:"Nitrospiraceae",g:Nitrospira
OTU184	0	282	408	49	0	55	74	213	0	0	0	0	0	0	0	0	0	0	0	GS|97.2|HM032897_S002167665;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter;
OTU1840	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	SS|0.8500|CP001359_S004068953;k:Bacteria,p:"Proteobacteria"
OTU1841	0	0	0	0	0	0	0	0	0	0	0	0	1	51	0	5	1	1	0	GS|97.2|AJ233939_S000539316;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Chondromyces;
OTU1842	0	0	0	0	0	0	0	0	0	0	0	15	3	7	2	10	13	9	13	SS|1.0000|AF529104_S000431628;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3
