OTU ID	Leaf-Ctrl2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100.2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Ctrl-2	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2
OTU11783	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0
OTU11784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
OTU11786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11788	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
OTU11789	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2
OTU1179	0	0	0	0	0	0	0	0	0	0	0	11	3	18	23	25	10	5	27
OTU11790	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
OTU11791	0	0	0	0	0	0	0	0	0	0	0	6	3	5	5	4	1	8	2
OTU11792	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1
OTU11793	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	12	0	6	3
OTU11794	0	0	0	0	0	0	0	0	0	0	0	1	0	7	4	7	1	7	3
OTU11795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
OTU11799	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU118	0	0	1	0	0	0	0	0	0	0	0	99	110	204	130	683	279	408	641
OTU1180	0	0	11	0	0	0	0	0	0	0	0	14	12	63	32	103	37	71	98
OTU11801	0	0	0	0	0	0	0	0	0	0	0	2	1	4	2	3	4	2	5
OTU11802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU11803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11804	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
OTU11806	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1
OTU11807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU11808	0	0	8	26	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU11809	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU1181	0	0	0	0	0	0	0	0	0	0	0	7	0	15	4	20	4	24	21
OTU11810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU11811	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU11813	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3	4	7
OTU11814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU11818	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	3
OTU11819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU1182	0	0	0	0	0	0	0	0	0	0	0	11	11	9	10	48	15	9	44
OTU11821	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1
OTU11823	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11824	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU11825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11826	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
OTU11829	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
OTU1183	27	1279	399	1413	0	1580	1770	1001	1075	0	8	606	276	379	732	337	501	515	366
OTU11831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
OTU11832	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU11833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
OTU11836	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU11837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
OTU11838	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU11839	0	0	0	1	0	0	0	0	0	0	0	31	7	8	8	88	25	67	105
OTU1184	0	0	0	0	0	0	0	0	0	0	0	10	17	23	10	36	10	30	32
OTU11841	0	0	0	0	0	0	0	0	0	0	0	5	4	4	7	17	19	11	30
OTU11842	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU11844	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU11848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU1185	0	0	0	0	0	0	0	0	0	0	0	12	13	43	21	43	28	29	52
OTU11851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1
OTU11853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU11855	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	1
OTU11858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU1186	0	0	0	0	0	0	0	0	0	0	0	20	2	17	1	13	11	8	24
OTU11861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	1	7	3
OTU11863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU11864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU11866	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11867	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU11868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU11869	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
OTU1187	0	35	74	0	0	12	0	6	0	0	0	0	0	3	0	8	2	8	5
OTU11870	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
OTU11871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
OTU11874	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	5	0	0	2
OTU11876	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
OTU11877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
OTU11878	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
OTU11879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OTU1188	0	0	0	0	0	0	0	0	0	0	0	23	4	4	11	8	25	6	17
OTU11881	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OTU11882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU11887	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU11888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
OTU11889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	5	0
OTU1189	0	0	104	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU11890	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU11891	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1
OTU11893	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
OTU11894	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0	3
OTU11895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU11899	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1
OTU119	0	0	0	0	0	0	0	0	0	0	0	22	59	60	83	683	162	484	859
OTU1190	0	0	0	0	0	0	0	0	0	0	0	5	7	17	11	66	16	27	47
OTU11900	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1
OTU11901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
OTU11903	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU11904	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	1	0
OTU11905	0	0	0	0	0	0	0	0	0	0	0	0	3	14	3	11	6	6	6
OTU11906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU11907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11908	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU11909	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	3	0
OTU1191	0	0	8	0	0	0	0	0	0	0	0	28	41	26	12	34	22	58	49
OTU11910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0
OTU11914	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	3	2
OTU11915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11917	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0
OTU11918	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	4	0
OTU11919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
OTU1192	0	0	0	0	0	0	0	0	0	0	0	28	19	179	69	28	32	23	108
OTU11920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
OTU11921	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
OTU11922	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU11923	0	0	0	0	0	0	0	0	0	0	0	1	13	13	7	16	4	10	4
OTU11924	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	1	1
OTU11925	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU11926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU11927	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
OTU11928	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11929	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU1193	0	0	0	0	0	0	0	0	0	0	0	5	2	38	29	20	6	25	14
OTU11932	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11935	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU11937	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
OTU11938	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0
OTU11939	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	1
OTU1194	5	87	120	94	0	108	119	85	62	0	2	154960	265	14546	6397	90076	4196	34792	35636
OTU11940	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU11941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU11944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11945	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU11948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU11949	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0
OTU1195	0	0	0	0	0	6	0	0	0	0	0	0	5	22	7	27	8	27	38
OTU11950	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
OTU11951	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	3	2	2	2
OTU11953	0	235	87	18	0	148	601	31	0	0	0	0	0	0	0	0	0	0	0
OTU11954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU11955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU11956	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	4	1
OTU11957	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	4	0	2	4
OTU11958	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0
OTU11959	0	0	0	0	0	0	0	0	0	0	0	31	8	35	22	15	21	33	25
OTU1196	0	0	0	0	0	0	0	0	0	0	0	1	1	10	4	19	10	11	28
OTU11962	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0
OTU11963	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11965	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	4	6
OTU11966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11967	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU11968	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0
OTU11969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU1197	0	3	0	0	0	0	0	0	0	0	0	17	11	40	19	49	36	49	88
OTU11970	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU11971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU11972	4	7304	23874	1275	0	1355	2106	2452	2395	0	0	0	0	1	3	1	0	1	2
OTU11974	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU11975	0	0	0	0	0	0	0	0	0	0	0	1	14	8	1	3	4	12	5
OTU11976	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	1
OTU11978	0	0	0	0	0	0	0	0	0	0	0	8	8	6	8	18	9	37	26
OTU11979	0	0	0	0	0	0	0	0	0	0	0	20	19	221	37	92	48	89	121
OTU1198	0	10	63	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU11980	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	0	0
OTU11981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU11982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU11983	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0
OTU11984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
OTU11986	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
OTU11988	0	0	0	0	0	0	0	0	0	0	0	11	11	32	21	52	31	44	49
OTU11989	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
OTU1199	0	0	0	0	0	0	0	0	0	0	0	2	4	13	7	13	10	26	14
OTU11990	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU11994	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU11995	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1
OTU11996	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0
OTU11997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU11998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	20	0
OTU11999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU12	0	4	0	0	0	0	0	0	0	0	0	1684	1249	3183	1698	5552	2575	9613	9345
OTU120	0	6	0	0	0	0	0	0	0	0	0	98	95	367	229	315	243	448	399
OTU1200	0	6	0	0	0	0	0	0	0	0	0	5	2	4	2	98	9	9	18
OTU12000	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0
OTU12004	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU12006	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1	2	4
OTU12007	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	3	2
OTU12008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
OTU1201	0	0	9	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
OTU12010	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	3	2
OTU12011	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	5	1	4	4
OTU12013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU12015	0	0	0	0	0	0	0	0	0	0	0	14	0	5	3	4	12	11	6
OTU12017	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU1202	0	2	1	0	0	0	0	0	0	0	0	1	25	1	0	23	3	0	26
OTU12020	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
OTU12026	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU12028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU1203	0	0	0	0	0	0	0	0	0	0	0	11	11	35	20	47	16	66	48
OTU12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU12032	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU12033	0	0	0	0	0	0	0	0	0	0	0	27	10	23	7	28	20	103	66
OTU12038	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
OTU12039	0	0	0	0	0	0	0	0	0	0	0	5	2	6	5	19	4	43	27
OTU1204	0	0	0	0	0	0	0	0	0	0	0	31	10	23	10	24	8	34	34
OTU12044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OTU12045	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
OTU12046	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU12048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU12049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU1205	32	1291	389	1382	0	1609	1729	1025	1046	0	10	644	297	348	710	424	516	542	347
OTU12050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
OTU12051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3
OTU12052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU12053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
OTU12054	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2
OTU12059	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0
OTU1206	0	28	114	0	0	3	8	4	0	0	0	0	0	1	0	0	0	0	1
OTU12060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1
OTU12063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU12064	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU12065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU12066	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	1	3	1
OTU12067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU12068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
OTU12069	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	3	0	1	0
OTU12070	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0
OTU12072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU12073	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU12075	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OTU12077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
OTU12078	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0
OTU1208	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12080	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
OTU12081	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU12082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU12084	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12085	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU12087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU12088	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU1209	0	0	0	0	0	0	0	0	0	0	0	3	5	8	6	22	9	7	57
OTU12090	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU12091	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
OTU12092	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU12094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU12095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU12097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU12098	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
OTU12099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU121	0	0	0	0	0	0	0	0	0	0	0	157	206	119	101	1080	354	466	1398
OTU1210	0	0	0	0	0	0	0	0	0	0	0	14	10	25	15	17	4	55	19
OTU12100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
OTU12101	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU12102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0
OTU12103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU12104	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
OTU12106	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU12107	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU12108	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU12109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
OTU1211	0	0	0	0	0	0	0	0	0	0	0	2	5	12	9	31	9	31	46
OTU12110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU12111	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU12112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU12113	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1
OTU12114	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
OTU12115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
OTU12117	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1
OTU12118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU12120	0	0	0	0	0	0	0	0	0	0	0	1	7	19	5	7	3	3	16
OTU12121	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2
OTU12122	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU12123	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU12124	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
OTU12125	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	43
OTU12126	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU12127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU12129	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU1213	0	6	62	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU12131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
OTU12133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
OTU12134	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0
OTU12135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
OTU12137	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12138	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1
OTU12139	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	1	1	0
OTU1214	0	0	0	0	0	0	0	0	0	0	0	2	5	8	1	16	21	14	25
OTU12140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU12141	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
OTU12142	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU12143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
OTU12144	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU12145	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1
OTU12146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU12147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
OTU12148	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU12149	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
OTU1215	24	1110	354	1278	0	1111	1304	716	829	0	5	492	246	298	545	262	393	455	297
OTU12150	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
OTU12151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU12153	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU12154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
