	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU3478	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
OTU3480	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU3481	Bacteria	NA	NA	NA	NA	NA	NA
OTU3482	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3483	Bacteria	Armatimonadetes	NA	NA	NA	Armatimonadetes_gp4	NA
OTU3484	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU3485	Bacteria	Acidobacteria	Acidobacteria_Gp1	NA	NA	Gp1	NA
OTU3486	Bacteria	Armatimonadetes	NA	NA	NA	Armatimonadetes_gp5	NA
OTU3488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Aquabacter	NA
OTU3489	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3490	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3491	Bacteria	NA	NA	NA	NA	NA	NA
OTU3492	Bacteria	NA	NA	NA	NA	NA	NA
OTU3493	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU3494	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	NA
OTU3495	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	NA
OTU3496	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	NA
OTU3497	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3498	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU3499	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU3500	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	NA
OTU3501	Bacteria	NA	NA	NA	NA	NA	NA
OTU3502	Bacteria	NA	NA	NA	NA	NA	NA
OTU3503	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3504	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	Gp4	NA
OTU3506	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	NA
OTU3507	Bacteria	NA	NA	NA	NA	NA	NA
OTU3508	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	NA
OTU3509	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3510	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3511	Bacteria	NA	NA	NA	NA	NA	NA
OTU3512	Bacteria	NA	NA	NA	NA	NA	NA
OTU3513	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU3514	Bacteria	NA	NA	NA	NA	NA	NA
OTU3515	Bacteria	NA	NA	NA	NA	NA	NA
OTU3516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
OTU3517	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	NA
OTU3518	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	NA	NA	NA
OTU3519	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
OTU3520	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	NA
OTU3521	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU3522	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3523	NA	NA	NA	NA	NA	NA	NA
OTU3525	Bacteria	NA	NA	NA	NA	NA	NA
OTU3526	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA	NA
OTU3527	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3528	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	NA	NA	NA	NA
OTU3529	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
OTU3530	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU3531	Bacteria	Acidobacteria	Acidobacteria_Gp5	NA	NA	Gp5	NA
OTU3532	NA	NA	NA	NA	NA	NA	NA
OTU3533	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3534	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	NA
OTU3535	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	NA	NA
OTU3538	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3539	Bacteria	NA	NA	NA	NA	NA	NA
OTU3540	Bacteria	NA	NA	NA	NA	NA	NA
OTU3541	Bacteria	NA	NA	NA	NA	NA	NA
OTU3542	NA	NA	NA	NA	NA	NA	NA
OTU3543	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU3545	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA
OTU3546	Bacteria	NA	NA	NA	NA	NA	NA
OTU3547	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	Ohtaekwangia	NA
OTU3548	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3549	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU3550	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavitalea	NA
OTU3551	Bacteria	NA	NA	NA	NA	NA	NA
OTU3552	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	NA
OTU3553	Bacteria	Acidobacteria	Acidobacteria_Gp10	NA	NA	Gp10	NA
OTU3554	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	NA
OTU3555	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3556	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3557	NA	NA	NA	NA	NA	NA	NA
OTU3558	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU3559	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3560	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU3561	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3562	NA	NA	NA	NA	NA	NA	NA
OTU3563	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
OTU3564	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3565	Bacteria	NA	NA	NA	NA	NA	NA
OTU3566	Bacteria	NA	NA	NA	NA	NA	NA
OTU3567	Bacteria	Verrucomicrobia	Spartobacteria	NA	NA	Spartobacteria_genera_incertae_sedis	NA
OTU3568	NA	NA	NA	NA	NA	NA	NA
OTU3569	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3570	Bacteria	Acidobacteria	NA	NA	NA	NA	NA
OTU3571	Bacteria	NA	NA	NA	NA	NA	NA
OTU3572	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU3573	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3574	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU3575	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3576	Bacteria	Acidobacteria	Acidobacteria_Gp7	NA	NA	Gp7	NA
OTU3578	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3579	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	NA
OTU3580	Bacteria	NA	NA	NA	NA	NA	NA
OTU3581	Bacteria	NA	NA	NA	NA	NA	NA
OTU3582	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA
OTU3583	NA	NA	NA	NA	NA	NA	NA
OTU3584	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	Gp4	NA
OTU3585	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3587	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA
OTU3588	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3589	Bacteria	Latescibacteria	NA	NA	NA	Latescibacteria_genera_incertae_sedis	NA
OTU3590	Bacteria	NA	NA	NA	NA	NA	NA
OTU3591	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	NA
OTU3592	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	Saccharibacteria_genera_incertae_sedis	NA
OTU3593	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
OTU3595	Bacteria	NA	NA	NA	NA	NA	NA
OTU3596	NA	NA	NA	NA	NA	NA	NA
OTU3597	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU3598	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
OTU3600	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU3602	NA	NA	NA	NA	NA	NA	NA
OTU3603	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
OTU3604	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3605	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3606	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
OTU3607	Bacteria	Verrucomicrobia	Spartobacteria	NA	NA	Spartobacteria_genera_incertae_sedis	NA
OTU3609	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3610	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA
OTU3611	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Desulfotomaculum	NA
OTU3612	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	NA
OTU3613	NA	NA	NA	NA	NA	NA	NA
OTU3614	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfitibacter	NA
OTU3615	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU3617	Bacteria	NA	NA	NA	NA	NA	NA
OTU3618	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rudaea	NA
OTU3619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
OTU3620	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	NA	NA	NA
OTU3621	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3622	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3623	Bacteria	NA	NA	NA	NA	NA	NA
OTU3624	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU3625	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	NA
OTU3626	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
OTU3627	Bacteria	Latescibacteria	NA	NA	NA	Latescibacteria_genera_incertae_sedis	NA
OTU3628	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
OTU3630	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU3631	Bacteria	Acidobacteria	NA	NA	NA	NA	NA
OTU3632	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3633	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3634	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
OTU3635	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
OTU3636	NA	NA	NA	NA	NA	NA	NA
OTU3637	Bacteria	NA	NA	NA	NA	NA	NA
OTU3638	Bacteria	NA	NA	NA	NA	NA	NA
OTU3639	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU3640	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3641	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3642	Bacteria	NA	NA	NA	NA	NA	NA
OTU3643	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3644	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	Gp4	NA
OTU3645	Bacteria	NA	NA	NA	NA	NA	NA
OTU3646	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3647	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	NA
OTU3648	Bacteria	NA	NA	NA	NA	NA	NA
OTU3649	Bacteria	NA	NA	NA	NA	NA	NA
OTU3651	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3653	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3654	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1	NA
OTU3655	NA	NA	NA	NA	NA	NA	NA
OTU3656	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Bauldia	NA
OTU3657	NA	NA	NA	NA	NA	NA	NA
OTU3658	Bacteria	NA	NA	NA	NA	NA	NA
OTU3659	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3660	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU3662	Bacteria	NA	NA	NA	NA	NA	NA
OTU3663	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	NA
OTU3664	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3665	Bacteria	NA	NA	NA	NA	NA	NA
OTU3666	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU3668	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3670	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	Saccharibacteria_genera_incertae_sedis	NA
OTU3672	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	NA
OTU3673	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU3674	Bacteria	NA	NA	NA	NA	NA	NA
OTU3675	Bacteria	NA	NA	NA	NA	NA	NA
OTU3676	NA	NA	NA	NA	NA	NA	NA
OTU3677	Bacteria	Acidobacteria	Acidobacteria_Gp10	NA	NA	Gp10	NA
OTU3678	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Wohlfahrtiimonas	NA
OTU3679	Bacteria	Verrucomicrobia	NA	NA	NA	NA	NA
OTU3680	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3681	NA	NA	NA	NA	NA	NA	NA
OTU3682	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU3684	Bacteria	NA	NA	NA	NA	NA	NA
OTU3685	Bacteria	NA	NA	NA	NA	NA	NA
OTU3686	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3687	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	NA	NA	NA
OTU3688	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3689	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	NA
OTU3690	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	NA
OTU3691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	NA
OTU3692	Bacteria	NA	NA	NA	NA	NA	NA
OTU3693	Bacteria	NA	NA	NA	NA	NA	NA
OTU3695	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3696	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3698	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
OTU3699	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU3700	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	NA
OTU3701	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU3702	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
OTU3703	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	NA	Chloroplast	NA	NA
OTU3704	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU3705	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3706	Bacteria	NA	NA	NA	NA	NA	NA
OTU3707	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU3708	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU3710	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	NA
OTU3711	Bacteria	NA	NA	NA	NA	NA	NA
OTU3712	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3713	Bacteria	Acidobacteria	Acidobacteria_Gp15	NA	NA	Gp15	NA
OTU3714	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3715	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Wohlfahrtiimonas	NA
OTU3716	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	NA
OTU3717	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU3718	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	NA
OTU3719	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3720	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
OTU3722	NA	NA	NA	NA	NA	NA	NA
OTU3723	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3724	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU3725	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU3726	NA	NA	NA	NA	NA	NA	NA
OTU3727	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3728	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	NA
OTU3729	Bacteria	Acidobacteria	Acidobacteria_Gp16	NA	NA	Gp16	NA
OTU3730	Bacteria	Acidobacteria	Acidobacteria_Gp25	NA	NA	Gp25	NA
OTU3731	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU3732	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	Motilibacter	NA
OTU3733	Bacteria	NA	NA	NA	NA	NA	NA
OTU3735	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3736	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta	NA
OTU3737	Bacteria	Acidobacteria	Acidobacteria_Gp7	NA	NA	Gp7	NA
OTU3738	Bacteria	NA	NA	NA	NA	NA	NA
OTU3739	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
OTU3740	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3741	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3742	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU3743	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
OTU3744	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU3745	Bacteria	NA	NA	NA	NA	NA	NA
OTU3746	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3747	Bacteria	Armatimonadetes	NA	NA	NA	Armatimonadetes_gp4	NA
OTU3748	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3749	Bacteria	NA	NA	NA	NA	NA	NA
OTU3751	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3752	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	NA
OTU3753	Bacteria	NA	NA	NA	NA	NA	NA
OTU3754	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	NA
OTU3755	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
OTU3756	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU3757	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	NA
OTU3758	Bacteria	Acidobacteria	NA	NA	NA	NA	NA
OTU3759	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leucobacter	NA
OTU3760	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3761	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	Subdivision3_genera_incertae_sedis	NA
OTU3762	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA
OTU3763	Bacteria	NA	NA	NA	NA	NA	NA
OTU3764	Bacteria	NA	NA	NA	NA	NA	NA
OTU3765	Bacteria	NA	NA	NA	NA	NA	NA
OTU3766	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	NA	NA	NA
OTU3767	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
OTU3768	NA	NA	NA	NA	NA	NA	NA
OTU3769	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3770	Bacteria	NA	NA	NA	NA	NA	NA
OTU3771	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3772	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3774	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera	NA
OTU3775	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
OTU3777	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	Gp4	NA
OTU3778	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA
OTU3779	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	NA
OTU3780	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU3781	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
OTU3782	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
OTU3783	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA
OTU3784	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	NA
OTU3785	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3787	NA	NA	NA	NA	NA	NA	NA
OTU3788	Bacteria	Acidobacteria	Acidobacteria_Gp15	NA	NA	Gp15	NA
OTU3789	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
OTU3790	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3791	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Cellulosimicrobium	NA
OTU3792	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3793	Bacteria	Acidobacteria	Acidobacteria_Gp10	NA	NA	Gp10	NA
OTU3795	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
OTU3797	Archaea	Pacearchaeota	NA	NA	NA	Pacearchaeota_Incertae_Sedis_AR13	NA
OTU3798	Bacteria	NA	NA	NA	NA	NA	NA
OTU3799	Bacteria	NA	NA	NA	NA	NA	NA
OTU3800	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU3801	Bacteria	NA	NA	NA	NA	NA	NA
OTU3802	Bacteria	Latescibacteria	NA	NA	NA	Latescibacteria_genera_incertae_sedis	NA
OTU3803	Bacteria	NA	NA	NA	NA	NA	NA
OTU3804	Bacteria	NA	NA	NA	NA	NA	NA
OTU3805	Bacteria	Armatimonadetes	NA	NA	NA	Armatimonadetes_gp5	NA
OTU3806	Bacteria	NA	NA	NA	NA	NA	NA
OTU3807	Bacteria	Acidobacteria	Acidobacteria_Gp16	NA	NA	Gp16	NA
OTU3809	Bacteria	Acidobacteria	Acidobacteria_Gp15	NA	NA	Gp15	NA
OTU3810	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	NA
OTU3811	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU3812	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
OTU3813	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU3814	Bacteria	NA	NA	NA	NA	NA	NA
OTU3815	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	NA
