#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU843	GS|0.0|None;No hit	No hit	No hit	No hit
OTU844	GS|0.0|None;No hit	No hit	No hit	No hit
OTU845	GS|99.0|AJ410742|SH1171681.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Gigaspora,s:Gigaspora margarita	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Gigaspora,s:Gigaspora margarita	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Gigaspora,s:Gigaspora margarita	No hit
OTU846	SS|0.8000|AY916686|SH1146267.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Chaetocalathus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Chaetocalathus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Chaetocalathus	No hit
OTU847	GS|100.0|MK214464|SH1540626.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe,s:Diaporthe citri	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe,s:Diaporthe citri	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe,s:Diaporthe citri	No hit
OTU848	GS|100.0|MH503936|SH1553802.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Schizoparmaceae,g:Coniella,s:Coniella javanica	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Schizoparmaceae,g:Coniella,s:Coniella javanica	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Schizoparmaceae	No hit
OTU849	GS|73.8|UDB014586|SH1556240.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit	No hit
OTU850	GS|74.1|UDB014586|SH1556240.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit	No hit
OTU851	SS|0.8400|JX136342|SH1171664.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU853	GSL|100.0|MN121580|SH1579759.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU854	GS|100.0|LC387339|SH1573680.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phlebia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phlebia	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU856	SS|1.0000|MK448255|SH2596464.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Dissoconiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Dissoconiaceae,g:Ramichloridium,s:Ramichloridium punctatum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Dissoconiaceae	No hit
OTU857	GS|100.0|KU746698|SH1506486.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	No hit
OTU858	GS|90.6|KF028767|SH2588906.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
OTU860	GS|72.9|JX852346|SH1180033.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
OTU861	SS|0.9500|JX321499|SH1651179.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae,g:Tetraplosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae	No hit
OTU863	SS|1.0000|HQ436083|SH1190022.08FU;k:Fungi	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi	No hit
OTU864	GS|97.5|KX224484|SH1181159.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU865	GS|0.0|None;No hit	No hit	No hit	No hit
OTU866	SS|0.9100|HQ219345|SH1242676.08FU;k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	No hit
OTU867	GS|97.2|KU712239|SH1561398.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU868	SS|0.9600|LT796834|SH1579768.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula,s:Montagnula opulenta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU869	GS|99.2|KP174849|SH1570629.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Bradymyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Bradymyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU870	GS|0.0|None;No hit	No hit	No hit	No hit
OTU871	GS|98.4|KF934490|SH1547018.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Geosmithia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Geosmithia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU872	GS|0.0|None;No hit	No hit	No hit	No hit
OTU873	GS|0.0|None;No hit	No hit	No hit	No hit
OTU876	SS|0.9900|KC978025|SH1223130.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU877	GS|0.0|None;No hit	No hit	No hit	No hit
OTU878	GSL|100.0|KY513782|SH1543708.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum	No hit
OTU879	GS|98.7|DQ420716|SH1514803.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU881	GS|99.5|JX042892|SH1513373.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU882	SS|0.9000|KC222875|SH1142470.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Cetraspora	k:Fungi,p:Glomeromycota	No hit
OTU883	GS|0.0|None;No hit	No hit	No hit	No hit
OTU885	GS|98.7|MF589990|SH1570899.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus prolifer	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus prolifer	No hit
OTU886	GS|97.0|KM206725|SH1522801.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	No hit
OTU887	GS|99.1|MH742330|SH1544153.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Thyridariaceae,g:Roussoella,s:Roussoella elaeicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Thyridariaceae,g:Roussoella,s:Roussoella elaeicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Thyridariaceae,g:Roussoella,s:Roussoella elaeicola	No hit
OTU888	SS|0.9500|KF309963|SH1154603.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU889	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU890	SS|0.8000|JX136214|SH1648571.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU891	GS|0.0|None;No hit	No hit	No hit	No hit
OTU892	GSL|100.0|MG241533|SH2050808.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Trichosporon,s:Trichosporon asahii	k:Fungi	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Trichosporon,s:Trichosporon asahii	No hit
OTU893	GS|99.0|LC312522|SH1556713.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Pseudolophiostoma,s:Pseudolophiostoma tropicum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Pseudolophiostoma,s:Pseudolophiostoma tropicum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Pseudolophiostoma,s:Pseudolophiostoma tropicum	No hit
OTU894	SS|1.0000|HF970296|SH1142469.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	k:Fungi,p:Glomeromycota	No hit
OTU895	GS|98.5|KU747951|SH1562991.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU896	GSL|100.0|GU721302|SH1558734.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus,s:Rhodosporidiobolus ruineniae	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus,s:Rhodosporidiobolus ruineniae	No hit
OTU897	GS|100.0|DQ474092|SH1547067.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Didymella,s:Didymella macrostoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Didymella,s:Didymella macrostoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	No hit
OTU898	SS|0.9800|HQ012965|SH1645871.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU899	GS|100.0|AB734431|SH1594492.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Emericellopsis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Emericellopsis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU900	GS|73.6|UDB014586|SH1556240.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit	No hit
OTU901	GS|0.0|None;No hit	No hit	No hit	No hit
OTU902	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU903	GS|99.4|MG827011|SH1507951.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Monocillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Monocillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Monocillium	No hit
OTU904	GS|100.0|GQ999563|SH1549728.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Neodevriesiaceae,g:Neodevriesia,s:Neodevriesia strelitziae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Neodevriesiaceae,g:Neodevriesia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Neodevriesiaceae,g:Neodevriesia,s:Neodevriesia strelitziae	No hit
OTU905	GS|99.6|KX427170|SH1510273.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,g:Peniophorella,s:Peniophorella praetermissa	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,g:Peniophorella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,g:Peniophorella,s:Peniophorella praetermissa	No hit
OTU906	GS|100.0|EF175512|SH1506301.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Marasmiellus,s:Marasmiellus paspali	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Marasmiellus,s:Marasmiellus paspali	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Marasmiellus,s:Marasmiellus paspali	No hit
OTU907	SS|1.0000|JQ425377|SH1173686.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pseudonectria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pseudonectria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pseudonectria	No hit
OTU908	SS|1.0000|GU910865|SH1578231.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
OTU909	GS|0.0|None;No hit	No hit	No hit	No hit
OTU910	SS|0.9300|KJ780764|SH1238993.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae,g:Tetraploa	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae	No hit
OTU911	SS|0.9900|EU490107|SH1623519.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Lophiostoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU912	GS|77.0|KY687751|SH1652699.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU913	SS|0.8300|AJ244276|SH1524291.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Pringsheimia,s:Pringsheimia euphorbiae	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU914	GS|81.1|EU490139|SH2587941.08FU;k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales	k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales	No hit	No hit
OTU915	GS|97.2|MH858890|SH1560864.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala brunnea	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala brunnea	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU916	GS|98.0|AM176737|SH1216104.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	No hit
OTU917	SS|0.9800|KF028767|SH2588906.08FU;k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	No hit
OTU918	GS|100.0|UDB031785|SH1556547.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Lycoperdaceae,g:Lycoperdon,s:Lycoperdon marginatum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Lycoperdaceae,g:Lycoperdon,s:Lycoperdon marginatum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU919	SS|0.9900|KU355367|SH1572440.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Resupinatus,s:Resupinatus applicatus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Resupinatus,s:Resupinatus applicatus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Resupinatus,s:Resupinatus applicatus	No hit
OTU920	SS|1.0000|UDB0751510|SH3234252.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU921	GS|100.0|KC343033|SH1540618.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe,s:Diaporthe phoenicicola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe,s:Diaporthe phoenicicola	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU922	SS|0.8600|MF976656|SH1237206.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU923	GS|100.0|KX710245|SH1645865.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella minima	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella minima	k:Fungi	No hit
OTU924	SS|0.9700|KP235648|SH1181786.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU926	SS|0.9400|GQ153257|SH1614486.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU927	GS|98.3|FN547597|SH1543458.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Gigaspora,s:Gigaspora rosea	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Gigaspora,s:Gigaspora rosea	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	No hit
OTU928	SS|1.0000|MH141258|SH1508654.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Keissleriella	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU929	SS|1.0000|KM041755|SH1184238.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	No hit
OTU930	GS|0.0|None;No hit	No hit	No hit	No hit
OTU931	SS|0.9800|EU489927|SH1522085.08FU;k:Fungi	k:Fungi,p:Rozellomycota	k:Fungi	No hit
OTU932	GS|98.2|KR016399|SH1242345.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU934	SS|0.8300|EU292345|SH1565774.08FU;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	No hit
OTU935	SS|0.9400|FN397423|SH1579767.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU936	GS|97.8|MK715156|SH2591742.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula	No hit
OTU937	GSL|99.0|AB073240|SH1558735.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus	No hit
OTU938	SS|0.9800|KM041960|SH3233157.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU939	SS|1.0000|HQ660381|SH1515562.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Mattirolomyces	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Mattirolomyces	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Mattirolomyces	No hit
OTU941	GS|100.0|MN522389|SH1552439.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metacordyceps,s:Metacordyceps chlamydosporia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metacordyceps,s:Metacordyceps chlamydosporia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metacordyceps,s:Metacordyceps chlamydosporia	No hit
OTU942	GS|99.3|DQ834429|SH1551758.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	No hit
OTU943	GS|99.6|EU809417|SH1609926.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Waitea,s:Waitea circinata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Waitea	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Waitea,s:Waitea circinata	No hit
OTU944	SS|0.8100|KR476728|SH1184928.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,g:Castanediella,s:Castanediella acaciae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	No hit
OTU946	GS|99.5|KM231741|SH1561835.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Penicillifer,s:Penicillifer diparietisporus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Penicillifer,s:Penicillifer diparietisporus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Penicillifer,s:Penicillifer diparietisporus	No hit
OTU947	GS|0.0|None;No hit	No hit	No hit	No hit
OTU948	GS|99.0|EF392526|SH1143041.08FU;k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales,f:Basidiobolaceae,g:Basidiobolus,s:Basidiobolus ranarum	k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales,f:Basidiobolaceae,g:Basidiobolus	k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales,f:Basidiobolaceae,g:Basidiobolus,s:Basidiobolus ranarum	No hit
