#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1691	SS|0.8200|EU489896|SH1546054.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae	k:Fungi,p:Ascomycota	No hit
OTU1693	SS|0.8600|GU566290|SH1519341.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU1694	GS|98.4|KF800620|SH1646413.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1695	SS|1.0000|KM042026|SH1184230.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	No hit
OTU1696	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1699	GS|99.0|MH410656|SH2706435.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaetopsis,s:Pyrenochaetopsis indica	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaetopsis,s:Pyrenochaetopsis indica	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU1700	SS|1.0000|KT328608|SH1156531.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU1701	SS|0.8700|KT949896|SH1143211.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Cainiaceae,g:Cainia,s:Cainia desmazieri	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU1703	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1704	GS|100.0|JN183450|SH1523719.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Kodamaea,s:Kodamaea ohmeri	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Kodamaea,s:Kodamaea ohmeri	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Kodamaea,s:Kodamaea ohmeri	No hit
OTU1706	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1707	SS|1.0000|GU187862|SH1659650.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU1708	GS|78.1|KF617582|SH1539404.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit	No hit
OTU1710	GS|100.0|AY587134|SH1635397.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Sphaerellopsis,s:Sphaerellopsis filum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Sphaerellopsis,s:Sphaerellopsis filum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Sphaerellopsis,s:Sphaerellopsis filum	No hit
OTU1711	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1713	GS|99.6|KY948826|SH1562641.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Panaceae,g:Cymatoderma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Panaceae,g:Cymatoderma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Panaceae,g:Cymatoderma	No hit
OTU1714	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1715	GS|100.0|EF672291|SH1521400.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	No hit
OTU1716	GSL|100.0|EU401709|SH1626112.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Gymnopilus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Gymnopilus	k:Fungi	No hit
OTU1718	GS|98.1|EU810052|SH1551739.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	No hit
OTU1719	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1720	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1722	GS|98.3|KU712547|SH1213274.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	No hit
OTU1724	SS|0.9800|JN195695|SH1142541.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1728	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1729	SS|0.9900|MH327814|SH2593227.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Cyanodermella,s:Cyanodermella banksiae	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Cyanodermella,s:Cyanodermella banksiae	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Cyanodermella,s:Cyanodermella banksiae	No hit
OTU1730	SS|0.9500|EU707864|SH1521515.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Xenoteratosphaeria,s:Xenoteratosphaeria jonkershoekensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	No hit
OTU1731	SS|1.0000|KX456185|SH1149236.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Crepidotaceae,g:Crepidotus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Crepidotaceae,g:Crepidotus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Crepidotaceae,g:Crepidotus	No hit
OTU1732	GS|96.6|KX279858|SH1508029.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU1733	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1734	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1735	GSL|99.6|AY216474|SH1573650.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1736	GS|99.4|HM162087|SH1578224.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	k:Fungi	No hit
OTU1737	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1738	SS|1.0000|KT328654|SH1237947.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU1739	GS|100.0|KF800274|SH1173768.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Shiraia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Shiraia	k:Fungi	No hit
OTU1740	SS|1.0000|MH003475|SH2593649.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1741	SS|0.8400|MG386068|SH1204840.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium eucalypti	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium eucalypti	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium eucalypti	No hit
OTU1742	GS|72.2|KF297266|SH1247499.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit	No hit
OTU1743	GS|99.1|JQ070173|SH1610887.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Cerrenaceae,g:Pseudolagarobasidium,s:Pseudolagarobasidium belizense	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Cerrenaceae,g:Pseudolagarobasidium,s:Pseudolagarobasidium belizense	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Cerrenaceae,g:Pseudolagarobasidium,s:Pseudolagarobasidium belizense	No hit
OTU1744	SS|1.0000|KJ701206|SH1613469.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	k:Fungi,p:Basidiomycota	No hit
OTU1745	GS|99.5|KX515681|SH1560799.08FU;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	No hit
OTU1746	SS|0.9800|MH857569|SH2592156.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Elsinoaceae	k:Fungi,p:Ascomycota	No hit
OTU1747	SS|0.9900|JN195695|SH1142541.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1749	SS|0.9100|KY979746|SH1577473.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Parateratosphaeria,s:Parateratosphaeria stirlingiae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU1750	SS|1.0000|DQ421219|SH1650899.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU1752	GS|100.0|MN523263|SH2595092.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Gymnopilus,s:Gymnopilus igniculus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Gymnopilus,s:Gymnopilus igniculus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Gymnopilus	No hit
OTU1754	GS|100.0|MH890523|SH1613469.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces	k:Fungi,p:Basidiomycota	No hit
OTU1755	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1756	GS|93.8|KF028767|SH2588906.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
OTU1757	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1759	SS|1.0000|DQ097354|SH1642579.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Physalacriaceae,g:Cylindrobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1760	GS|100.0|AB858345|SH1169036.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1761	GS|78.1|KP889780|SH1238279.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU1762	GS|97.3|HM161962|SH1155499.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes	k:Fungi,p:Ascomycota,c:Orbiliomycetes	k:Fungi,p:Ascomycota,c:Orbiliomycetes	No hit
OTU1763	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1765	SS|0.8600|KP867457|SH1142447.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	No hit
OTU1766	GS|72.1|UDB0751500|SH3323233.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU1767	GS|99.5|MN309874|SH1558728.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula	k:Fungi	No hit
OTU1769	GS|98.7|AF439465|SH1524238.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria typharum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria typharum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria typharum	No hit
OTU1770	GS|100.0|JF311963|SH1650285.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae	No hit
OTU1771	SS|0.9300|KU878894|SH1215373.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	No hit
OTU1772	SS|1.0000|JX136080|SH1638243.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU1773	GS|100.0|MF039215|SH1555634.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Loweporus,s:Loweporus tephroporus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Loweporus,s:Loweporus tephroporus	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1774	SS|1.0000|KX944751|SH1156389.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	No hit
OTU1775	SS|0.9200|KM359780|SH1142623.08FU;k:Fungi,p:Entorrhizomycota,c:Entorrhizomycetes,o:Entorrhizales,f:Entorrhizaceae,g:Entorrhiza	k:Fungi,p:Entorrhizomycota,c:Entorrhizomycetes,o:Entorrhizales,f:Entorrhizaceae,g:Entorrhiza,s:Entorrhiza parvula	k:Fungi,p:Entorrhizomycota,c:Entorrhizomycetes,o:Entorrhizales,f:Entorrhizaceae,g:Entorrhiza	No hit
OTU1777	GS|92.9|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU1778	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1779	GS|100.0|AJ271581|SH1615613.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Thielavia,s:Thielavia hyrcaniae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Thielavia,s:Thielavia hyrcaniae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae	No hit
OTU1780	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1781	GS|99.2|JN890284|SH1650032.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae	No hit
OTU1783	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1784	GS|99.2|KU534674|SH1160347.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU1785	SS|1.0000|DQ420716|SH1514803.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU1786	SS|1.0000|KM041753|SH1160125.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	No hit
OTU1787	SS|0.8700|KU846054|SH1557974.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1788	SS|1.0000|JQ760091|SH1649558.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU1789	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1790	GS|96.4|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU1791	GS|70.1|KY774034|SH1648294.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Clavulinaceae,g:Clavulina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Clavulinaceae,g:Clavulina	No hit	No hit
OTU1792	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1793	GS|98.6|GU327530|SH1571885.08FU;k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota	No hit
OTU1794	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1795	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1796	SS|0.9200|JX350692|SH1511534.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Westerdykella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Westerdykella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Westerdykella	No hit
OTU1797	SS|0.9000|KP135048|SH1146349.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Ceriporia,s:Ceriporia viridans	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Ceriporia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Ceriporia,s:Ceriporia viridans	No hit
OTU1799	GS|100.0|JQ936271|SH1525475.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium,s:Paraconiothyrium variabile	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium,s:Paraconiothyrium variabile	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium,s:Paraconiothyrium variabile	No hit
OTU1800	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1801	GS|99.5|JQ761535|SH1553976.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes	k:Fungi,p:Ascomycota,c:Pezizomycetes	k:Fungi,p:Ascomycota,c:Pezizomycetes	No hit
OTU1802	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1803	GS|97.3|MF787801|SH1636100.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	No hit
OTU1804	GS|100.0|DQ340333|SH1651277.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Schizoporaceae,g:Hyphodontia,s:Hyphodontia microspora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Schizoporaceae,g:Hyphodontia,s:Hyphodontia microspora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Schizoporaceae,g:Hyphodontia,s:Hyphodontia microspora	No hit
OTU1805	GS|100.0|KY860665|SH1546331.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Nectria,s:Nectria pseudotrichia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Nectria,s:Nectria pseudotrichia	k:Fungi	No hit
OTU1806	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1807	SS|0.9000|KP413067|SH1505662.08FU;k:Fungi,p:Entorrhizomycota,c:Entorrhizomycetes,o:Entorrhizales,f:Entorrhizaceae,g:Entorrhiza,s:Entorrhiza cypericola	k:Fungi,p:Entorrhizomycota,c:Entorrhizomycetes,o:Entorrhizales,f:Entorrhizaceae,g:Entorrhiza,s:Entorrhiza cypericola	k:Fungi,p:Entorrhizomycota,c:Entorrhizomycetes,o:Entorrhizales,f:Entorrhizaceae,g:Entorrhiza,s:Entorrhiza cypericola	No hit
OTU1808	SS|0.9300|MG813227|SH1573195.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia homothallica	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia minutissima	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia homothallica	No hit
OTU1809	SS|0.9900|DQ420716|SH1514803.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU1810	GS|100.0|MK050299|SH1522791.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella luteola	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella luteola	No hit
OTU1811	SS|0.8700|FN397423|SH1579767.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU1812	SS|1.0000|MH862024|SH3341406.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Vararia,s:Vararia minidichophysa	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1813	GS|77.3|JX383780|SH3207265.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU1814	SS|0.8600|EU003025|SH1655330.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit
OTU1816	SS|1.0000|AY265332|SH1190643.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Dactylaria	k:Fungi	No hit
OTU1817	SS|1.0000|JQ759983|SH1241141.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU1818	GS|98.6|GU214635|SH1627146.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia,s:Devriesia strelitziicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia,s:Devriesia strelitziicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia,s:Devriesia strelitziicola	No hit
OTU1819	SS|0.9900|KU847241|SH1561021.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Striaticonidium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Striaticonidium,s:Striaticonidium humicola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Striaticonidium	No hit
OTU1820	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1821	SS|1.0000|KF297229|SH1240202.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1822	SS|0.9900|UDB035755|SH1572922.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota,s:Lepiota castanea	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	No hit
