OTU ID	Leaf-Ctrl-1	Leaf-Ctrl-2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100-2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2
OTU1623	0	0	0	0	0	0	0	0	0	0	0	199	0	16	38	48	126	40	117
OTU1624	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	3	0	1	3
OTU1626	0	0	0	0	0	0	0	0	0	0	0	15	2	155	423	162	300	39	38
OTU1628	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	8
OTU1629	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU163	0	0	399	290	451	286	387	221	383	1	0	2	0	2	3	0	0	5	3
OTU1630	0	0	7	5	9	5	9	12	3	3	0	0	0	0	0	0	0	0	0
OTU1632	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0
OTU1635	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	1	0	0	0
OTU1639	0	0	0	0	0	0	0	0	0	0	0	8	0	9	9	0	0	7	1
OTU164	0	0	438	427	358	183	1255	181	242	453	0	7	10	6	9	13	7	14	2
OTU1640	0	0	0	0	0	0	0	0	0	0	0	0	0	25	3	2	0	0	0
OTU1643	0	0	2	8	0	1	0	9	0	0	0	10	1	0	3	7	0	13	1
OTU1644	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1647	0	0	0	0	0	0	0	0	0	0	0	8	2	8	0	2	5	7	8
OTU1648	0	0	0	0	0	0	0	0	0	0	0	24	0	6	5	14	10	24	3
OTU1649	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	1	0
OTU165	0	0	0	0	0	0	0	0	0	0	0	14	1	1279	81	204	397	2524	226
OTU1650	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	2
OTU1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	2	3
OTU1652	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1653	0	0	12	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1654	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1655	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU1657	0	0	8	2	23	24	1	0	13	0	0	0	0	0	0	0	0	0	0
OTU1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
OTU1659	0	0	0	0	0	0	3	4	0	0	0	2	0	0	0	0	0	8	0
OTU166	0	0	357	342	153	136	289	221	152	552	0	28	1	0	5	0	0	6	4
OTU1660	0	0	0	0	0	0	0	0	0	0	0	6	0	5	2	1	1	0	0
OTU1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
OTU1662	0	0	13	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1663	0	0	0	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	0
OTU1664	0	0	0	0	0	0	0	0	0	0	0	3	0	9	5	2	8	2	5
OTU1665	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
OTU1667	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	1	4	2
OTU1668	0	0	0	0	0	2	0	0	0	24	0	0	0	0	0	0	0	0	0
OTU1669	0	0	0	0	0	0	0	0	0	0	0	1	0	156	277	107	180	7	26
OTU167	0	0	329	355	391	390	262	199	119	208	0	0	0	0	0	0	0	0	0
OTU1670	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1671	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
OTU1672	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	5
OTU1673	0	0	5	4	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1674	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
OTU1675	0	0	0	0	0	0	0	0	0	0	0	2	57	284	13	3	75	656	39
OTU1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0
OTU1677	0	0	10	14	6	7	9	12	3	0	0	0	0	0	0	0	0	0	0
OTU1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU1679	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	1
OTU168	0	0	0	0	0	0	0	0	0	0	0	0	783	241	318	4	838	109	242
OTU1680	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0
OTU1682	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	20	0	0
OTU1683	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	6	7	2
OTU1684	0	0	0	0	0	0	0	0	0	0	0	48	57	104	106	41	72	14	22
OTU1685	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1686	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	6	1	0
OTU1687	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	7
OTU1688	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1689	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU169	0	0	0	0	0	0	0	0	0	0	0	0	0	282	227	78	55	2232	72
OTU1691	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	15	0
OTU1693	0	0	13	3	4	1	7	0	0	0	0	0	0	0	0	0	0	0	1
OTU1694	0	0	31	102	50	68	43	14	21	6	0	0	0	0	0	0	0	0	11
OTU1695	0	0	0	0	0	0	0	0	0	0	0	3	2	18	3	8	6	0	2
OTU1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	14	0	5
OTU1699	0	0	0	0	0	1	0	0	0	0	0	12	0	5	0	7	236	1	7
OTU17	0	0	0	0	0	0	0	0	0	0	0	22511	22373	26908	19323	48290	19919	20401	31247
OTU170	0	0	87	136	206	164	9	52	45	216	0	55	95	76	43	112	385	295	239
OTU1700	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
OTU1701	0	0	3	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1703	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
OTU1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OTU1706	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	4	0	0	1
OTU1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0
OTU1708	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	5	0	0
OTU171	0	0	265	1047	69	45	98	152	206	97	0	0	0	0	0	0	4	0	0
OTU1710	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1711	0	0	0	0	0	0	0	0	0	0	0	0	1	12	2	1	4	3	3
OTU1713	0	0	0	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1714	0	0	0	0	0	0	0	0	0	0	0	6	0	6	9	2	9	2	1
OTU1715	0	0	0	0	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU1716	0	0	6	2	5	0	0	0	19	0	0	0	0	0	0	2	0	0	3
OTU1718	0	0	1	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0
OTU1719	0	0	0	0	0	0	0	0	0	0	0	3	0	6	1	1	16	0	0
OTU172	0	0	17	33	0	7	0	0	0	0	0	179	242	693	403	136	278	299	327
OTU1720	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	10	2	1
OTU1722	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	10
OTU1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	10
OTU1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	9
OTU1729	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU173	0	0	0	0	0	0	0	0	0	0	0	44	84	838	202	429	838	1046	207
OTU1730	0	0	3	12	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU1731	0	0	11	19	0	5	0	0	0	22	0	0	0	0	0	1	0	0	0
OTU1732	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	1	0	0	0
OTU1733	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
OTU1734	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	5	0	0
OTU1735	0	0	15	2	0	3	0	13	0	0	0	0	0	0	0	1	0	0	0
OTU1736	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	1	0	14	2
OTU1737	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	4	5	0	4
OTU1738	0	0	0	0	17	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU1739	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU174	0	0	42	18	0	0	32	0	1	517	0	700	14	249	34	54	145	11	516
OTU1740	0	0	4	16	0	3	22	17	0	0	0	0	0	0	0	0	0	0	0
OTU1741	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU1742	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1743	0	0	4	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1744	0	0	12	19	11	13	11	13	15	23	0	0	0	0	0	0	0	0	0
OTU1745	0	0	21	79	0	13	45	0	58	0	0	380	2	21	45	99	26	13	600
OTU1746	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	5	12
OTU1749	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1750	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0
OTU1752	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	5	0	3	1
OTU1754	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1755	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	1	0	0
OTU1756	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0
OTU1757	0	0	0	0	0	0	0	0	0	0	0	4	7	3	2	1	5	1	0
OTU1759	0	0	13	7	6	15	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU176	0	0	180	301	245	227	445	186	38	488	0	0	0	0	0	0	0	0	0
OTU1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	4
OTU1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
OTU1762	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	3	15	3	2
OTU1763	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	3	0
OTU1765	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5
OTU1766	0	0	0	0	0	0	0	0	0	0	0	18	1	0	1	1	9	2	6
OTU1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	8	0
OTU1769	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
OTU177	0	0	3	4	0	12	0	32	0	0	0	9	16	69	33	818	117	280	760
OTU1770	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1771	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	32	0	8	0
OTU1772	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
OTU1773	0	0	14	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1774	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
OTU1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
OTU1778	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	5	12	0	2
OTU1779	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	1	0
OTU178	0	0	0	0	0	0	0	0	0	0	0	1103	22	156	146	12	149	14	98
OTU1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
OTU1781	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1783	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1784	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	1	0	0	7
OTU1785	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	2	5
OTU1786	0	0	0	0	0	0	0	0	0	0	0	121	176	179	229	122	138	38	54
OTU1787	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1788	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1789	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU1790	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0
OTU1791	0	0	17	18	0	10	8	0	10	0	0	0	0	0	0	0	0	0	0
OTU1792	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
OTU1793	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
OTU1794	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0
OTU1795	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU1796	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0
OTU1797	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1799	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU18	0	0	0	0	0	0	0	0	0	0	0	11316	14087	26094	20523	14046	27862	11116	12404
OTU180	0	0	0	0	0	0	0	0	0	0	0	18	123	150	38	167	1751	179	432
OTU1800	0	0	0	0	0	0	0	0	0	0	0	3	3	7	1	2	0	4	0
OTU1801	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1802	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
OTU1803	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1804	0	0	1	11	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU1805	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1806	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0
OTU1807	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	3	0	7	0
OTU1808	0	0	3	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1809	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	1	2	2
OTU181	0	0	572	1187	520	585	647	290	314	1544	0	22	0	3	2	35	11	187	3
OTU1810	0	0	13	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
OTU1811	0	0	6	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1812	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7
OTU1814	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0
OTU1816	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0
OTU1817	0	0	1	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU1818	0	0	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	1	0
OTU1819	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0
OTU182	0	0	0	0	0	0	0	0	0	0	0	4	13	125	64	630	1787	712	1104
OTU1820	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1821	0	0	15	5	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1822	0	0	0	0	0	0	0	0	0	0	0	5	0	2	3	0	2	0	3
OTU1823	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
OTU1824	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	3	0	0	0
OTU1825	0	0	0	0	0	0	0	0	0	0	0	7	0	3	2	0	22	17	0
OTU1827	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1828	0	0	0	0	0	0	0	0	0	0	0	6	510	156	250	0	0	0	2
OTU1829	0	0	19	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1830	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
OTU1831	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	24	4	11
OTU1832	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1833	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU1834	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1835	0	0	10	8	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1837	0	0	1	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1838	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0
OTU184	0	0	0	0	0	0	0	0	0	0	0	1	0	224	51	22	2309	12	24
OTU1840	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	1	1	1	1
OTU1841	0	0	8	10	5	1	4	1	0	0	0	0	0	0	0	0	0	0	0
OTU1842	0	0	3	13	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1844	0	0	0	0	0	0	0	0	0	0	0	16	19	33	39	20	31	7	11
OTU1845	0	0	0	5	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU1846	0	0	13	0	0	0	0	0	0	0	0	2	0	1	2	1	0	1	3
OTU1847	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1
OTU1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
OTU1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0
OTU185	0	0	2229	1830	396	635	505	522	349	1556	0	0	1	2	1	0	0	0	0
OTU1850	0	0	0	0	0	0	0	0	0	0	0	20	18	44	20	12	34	2	17
OTU1851	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0
OTU1852	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	20	6	1
OTU1853	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU1854	0	0	0	0	0	0	0	0	0	0	0	3	0	4	5	0	0	0	1
OTU1855	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	3	7	4	0
OTU1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0
OTU1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
OTU1859	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU186	0	0	255	571	275	226	286	226	163	187	0	8	27	79	33	45	64	15	27
OTU1861	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
OTU1863	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
OTU1864	0	0	1	3	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0
OTU1865	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	7	7
OTU1866	0	0	1	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1867	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	3	1	4	0
OTU1868	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1869	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU187	0	0	0	0	0	0	0	0	0	0	0	1	39	22	6	5	1548	24	761
OTU1871	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9
OTU1872	0	0	76	274	74	84	16	1	51	1	0	1680	30	34	42	84	62	41	250
OTU1873	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1875	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	0	0	0
OTU1876	0	0	0	0	0	0	0	0	0	0	0	0	14	3	1	0	8	0	0
OTU1877	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU1879	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU188	0	0	0	0	0	0	0	0	0	0	0	11	726	219	315	9	625	80	225
OTU1880	0	0	10	19	14	17	15	7	9	13	0	0	0	0	0	0	0	0	0
OTU1882	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1883	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1884	0	0	3	14	8	10	0	16	24	0	0	0	0	0	0	0	0	0	0
OTU1886	0	0	0	0	0	0	0	0	0	0	0	3	5	54	33	26	23	30	13
OTU1887	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	18	1	5
OTU1888	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0
OTU1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	10
OTU189	0	0	0	0	0	0	0	0	0	0	0	2	14	1455	38	11	3	3	6
OTU1890	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	1	6
OTU1891	0	0	1	6	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	2
OTU1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0
OTU1896	0	0	2	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1897	0	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1898	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0
OTU1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9
OTU19	0	0	7	28	1	10	0	0	0	0	0	139583	197	674	710	1658	6020	502	804
OTU190	0	0	250	264	237	90	307	145	167	1	0	0	0	0	0	0	0	0	0
OTU1900	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	3
OTU1902	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	14	3	0
OTU1904	0	0	0	0	0	0	0	0	0	0	0	2	0	8	15	0	2	6	1
OTU1905	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU1908	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	5	0	0
OTU1909	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU191	0	0	0	0	0	0	0	0	0	0	0	250	572	252	202	297	314	328	291
OTU1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4
OTU1911	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
OTU1912	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1913	0	0	0	0	0	0	0	0	0	0	0	0	9	10	4	0	0	0	0
OTU1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
OTU1916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
OTU1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU1918	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1919	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU192	0	0	0	0	0	0	0	0	0	0	0	112	65	224	115	182	137	219	162
OTU1920	0	0	0	0	0	0	0	0	0	0	0	67	5	34	66	48	84	86	41
OTU1921	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0
OTU1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
OTU1923	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1924	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0
OTU1925	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	3
OTU1927	0	0	0	4	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
OTU1928	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1929	0	0	6	9	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU193	0	0	0	0	0	0	0	0	0	0	0	67	402	185	353	65	149	603	106
OTU1930	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	13	4	6
OTU1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	6
OTU1933	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1934	0	0	6	7	0	1	3	0	11	0	0	0	0	0	0	0	0	0	0
OTU1935	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
OTU1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU1937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	3
OTU1938	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
OTU194	0	0	22	2	0	26	0	0	0	0	0	60890	40017	12871	16889	44252	61321	21204	126677
OTU1940	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	6	1
OTU1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1
OTU1942	0	0	0	0	0	0	0	0	0	0	0	3	0	5	6	1	19	16	1
OTU1944	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1945	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1947	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
OTU1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
OTU195	0	0	0	0	0	0	0	0	0	0	0	97	80	489	159	434	333	695	251
OTU1950	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	8	0	0
OTU1952	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1953	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU1954	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU1955	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1957	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	5	3	4	0
OTU1958	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1959	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU196	0	0	129	315	850	76	62	92	34	1	0	0	0	0	0	1	0	9	9
OTU1960	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	6
